movieId,title,genres
138400,Ammutta muddica al cinema (2013),Comedy
138402,Welcome Mr. President! (2013),Comedy
138404,The Possessed (2009),Documentary|Horror|Thriller
138408,"Bianca come il latte, rossa come il sangue (2013)",Comedy|Drama
138412,Cha cha cha (2013),Crime|Drama
138414,Love & Slaps (2010),Comedy
138416,I Can Quit Whenever I Want (2014),Comedy
138420,La gente che sta bene (2014),Comedy
138422,The Devil's Violinist (2013),Drama
138424,The Future (2013),Drama
138428,As Melhores Coisas do Mundo (2010),Comedy
138430,Un boss in salotto (2014),Comedy
138432,"Zoran, il mio nipote scemo (2013)",Comedy
138434,A Castle in Italy (2013),Comedy|Drama
138438,Aspirante vedovo (2013),Comedy
138442,Noi credevamo (2010),(no genres listed)
138444,Una piccola impresa meridionale (2013),Comedy
138446,Come il vento (2013),Drama
138448,Midnight Sun (2014),Adventure
138450,Andiamo a quel paese (2014),Comedy
138454,Roanoke: The Lost Colony (2007),Drama
138456,Che ne sarà di noi (2004),(no genres listed)
138458,Tu la conosci Claudia? (2004),Comedy
138460,The Man Who Will Come (2010),Drama
138462,La scuola (1995),Comedy|Drama
138464,Il portaborse (1991),(no genres listed)
138470,Break Free (2003),(no genres listed)
138474,La seconda notte di nozze (2005),(no genres listed)
138476,A Whole Life Ahead (2008),Comedy
138478,Bianco e nero (2008),Comedy
138480,We Can Do That (2008),Comedy
138484,Just a Father (2008),(no genres listed)
138486,Ex (2009),Comedy
138488,La Matassa (2009),Comedy
138490,Terror in the Shadows (1995),Drama|Thriller
138492,Qualunquemente (2011),Comedy
138494,Cado dalle Nubi (2009),Comedy
138496,The Jewel (2011),Drama
138498,Scialla! (2011),Comedy
138500,Bingo Bongo (1982),Comedy
138504,Provocateur (1998),Action|Drama|Thriller
138506,American Bully (2009),Crime|Drama|Thriller
138508,Wildfire (1988),Drama
138514,Drifter (2008),Fantasy|Mystery|Romance|Thriller
138518,Chinese Boxes,(no genres listed)
138520,Bad vs Worse (2012),Drama|Horror|Thriller
138522,Bail Out (1990),Action|Adventure|Comedy|Drama|Thriller
138524,Too Scared to Scream (1985),Horror|Thriller
138526,Death of a Ghost Hunter (2007),Horror|Thriller
138528,Dark Mountain (2013),Horror|Sci-Fi|Thriller
138532,Ghost of Goodnight Lane (2014),Comedy|Horror
138534,Daddy's Girl (1996),Thriller
138538,The Set Up (1995),Action|Mystery|Thriller
138540,Black Day Blue Night (1996),Crime|Drama|Romance|Thriller
138542,BitterSweet (1999),(no genres listed)
138544,After Death (2012),Comedy|Drama|Mystery|Sci-Fi
138546,The Opposite Sex (2014),Comedy
138548,Dead Cold (1996),Comedy|Drama
138550,Suspicious Minds (1997),Thriller
138552,The Way I See Things (2008),Drama
138554,The Human Trace (2008),Thriller
138556,The Seniors (1978),Comedy
138558,Skew (2011),Horror|Mystery|Thriller
138560,Modus Operandi (2010),Action|Crime|Thriller
138562,Bipolar (2014),Mystery|Thriller
138564,Rudyland (2001),Documentary
138566,The Employer (2013),Thriller
138568,Top of the World (1998),Action|Drama|Thriller
138570,Find Me (2014),Horror
138576,Brutal (2012),Crime
138580,I Can See You (2008),Horror|Thriller
138582,Criminal Passion (1994),Crime|Mystery|Thriller
138584,The Ex (1997),Drama
138586,Shark Week (2012),Horror
138588,The Hit List (1993),Action|Thriller
138592,Ravager (1997),Horror|Sci-Fi
138596,Doomsday Man (2000),Drama
138598,The Treat (1998),Comedy|Romance
138600,Annie's Garden (1997),Drama|Thriller
138602,Lake Placid vs. Anaconda (2015),Action|Horror|Sci-Fi
138604,Vote and Die: Liszt for President (2008),Comedy
138606,The Rise and Rise of Bitcoin (2014),Documentary
138608,President (2006),Thriller
138610,The Gallows (2015),Horror|Thriller
138612,Memory Lane (2011),Crime|Sci-Fi|Thriller
138616,Tangled (2001),Drama|Mystery|Thriller
138618,The Wedding Chest (2005),Comedy|Drama
138620,Christian Finnegan: The Fun Part (2014),Comedy
138622,Coons! Night of the Bandits of the Night (2005),Comedy|Horror
138624,Elon Gold: Chosen and Taken (2014),Comedy
138626,Giordano Bruno (1973),Drama
138630,In My Dreams (2014),Drama|Fantasy|Romance
138632,Tokyo Tribe (2014),Action|Crime|Drama|Sci-Fi
138634,The Baroness and the Butler (1938),Comedy|Drama|Romance
138636,Young Dragons: Kung Fu Kids (1986),Comedy
138638,Embrace of the Vampire (2013),Horror
138640,Treasure of Matecumbe (1976),Action|Adventure
138642,"Back to Back, Face to Face (1994)",Drama
138644,Spectropia (2006),Sci-Fi
138648,Number One Fan (1997),Drama
138650,The Midnight Swim (2014),Drama|Mystery
138652,Dormant Beauty (2012),Drama
138656,Black Field (2009),(no genres listed)
138658,I Put a Hit On You (2014),Comedy|Romance|Thriller
138660,Eadweard (2015),Drama
138662,Taken in Broad Daylight (2009),Mystery|Thriller
138664,The Hunt for the I-5 Killer (2011),Action|Thriller
138666,Hannah's Law (2012),Western
138668,Black Rain (2009),Thriller
138670,Paparazzi Princess: The Paris Hilton Story (2008),Comedy
138672,Brooklyn Boheme (2012),Documentary
138674,Spiders (2000),Horror|Sci-Fi
138676,One Last Ride (2006),Drama
138680,Basilicata Coast to Coast (2010),Comedy|Drama
138682,Smash Cut (2009),Comedy|Horror
138684,Waar (2013),Action|Drama|Thriller
138686,In the Name of God (2008),Drama
138688,Control Alt Delete (2008),Comedy|Drama
138690,Almost Blue (2000),Thriller
138692,Neshoba (2010),Documentary
138694,Gettin' It (2006),Comedy
138696,Hands in the Air (2010),Comedy|Drama|Romance
138698,El vals de los inútiles (2014),Documentary
138702,Feast (2014),Animation|Children|Comedy|Drama|Romance
138704,A Rage To Live (1965),Drama|Romance
138706,Adventure (1945),Comedy|Drama|Romance
138708,Alias Jesse James (1959),Action|Comedy
138713,Bombers B-52 (1957),Drama|Romance
138719,Dennis Rodman's Big Bang in PyongYang (2015),(no genres listed)
138721,Flight From Destiny (1941),Crime|Drama
138724,Give a Girl A Break (1953),Comedy|Drama|Romance
138726,Greased Lightning (1977),Action|Comedy|Drama
138728,Hard Time (1998),Action|Crime|Drama
138730,Heart of the North (1938),(no genres listed)
138732,Four Rode Out (1970),Western
138734,Blind Man (2007),(no genres listed)
138738,What Comes Around (1985),(no genres listed)
138740,Haunting of Cellblock 11 (2014),(no genres listed)
138742,Horror in the Wind (2008),Comedy|Sci-Fi
138744,Uptown (2009),Drama
138746,Creature (1985),Horror|Sci-Fi|Thriller
138748,The Mutilation Man (2011),Horror
138750,Crawl or Die (2014),Horror|Sci-Fi|Thriller
138752,Cloned: The Recreator Chronicles (2012),Drama|Sci-Fi|Thriller
138754,The Rift (1990),Action|Horror|Sci-Fi
138758,Jacob (2011),Horror
138760,Get Lucky (2013),Action
138762,The Collective (2008),Mystery|Thriller
138766,Never Ever (1997),Drama
138770,No One Will Know (2012),Thriller
138772,As Night Comes (2014),Crime|Drama
138774,Raising Jeffrey Dahmer (2006),Drama|Horror
138776,Cupid (1997),(no genres listed)
138778,Dark Spirits (2008),Thriller
138782,Marked for Murder (1989),(no genres listed)
138784,This Is Not a Movie (2011),Comedy|Drama|Sci-Fi
138786,The Deadly Recruits (1986),Thriller
138788,Fear Lives Here (2013),Horror|Thriller
138790,Complicity (2013),Drama|Thriller
138792,Broken Fences (2008),Drama|Western
138794,Shank (2010),Action|Drama|Thriller
138796,Tom Sawyer & Huckleberry Finn (2014),Action|Adventure|Children|Drama
138798,Joe Dirt 2: Beautiful Loser (2015),Comedy
138800,Loophole (1954),Crime
138802,The Ninja Immovable Heart (2014),(no genres listed)
138804,Finding Fanny (2014),Comedy|Drama|Romance
138806,The Blue Lamp (1950),Action|Comedy|Crime|Romance|Thriller
138808,"The Death of ""Superman Lives"": What Happened? (2015)",Documentary
138812,Impasse (1969),Action|Adventure|Thriller
138814,Dead Innocent (1997),Horror|Thriller
138816,In Heaven There Is No Beer? (1984),Documentary
138818,Killer Leopard (1954),Adventure
138820,Lord of the Jungle (1955),Adventure
138822,Made In Paris (1966),Comedy|Romance
138824,Made in Paris (2006),Comedy
138833,Return to Treasure Island (1954),Adventure
138835,Return to Treasure Island (1988),Adventure|Animation|Comedy
138837,Roadblock (1951),Crime
138839,Detour (1998),Action|Crime|Drama|Thriller
138842,National Lampoon Presents: Surf Party (2013),Comedy
138844,Surf Party (1964),Comedy
138846,Svengali (2013),Comedy
138848,Svengali (1983),(no genres listed)
138850,Svengali (1954),Drama|Romance|Thriller
138852,The Revengers' Comedies (1998),Comedy|Crime|Romance
138854,Sweet Revenge (1976),Comedy|Crime
138856,Sweet Revenge (1987),Action|Adventure|Drama|Thriller
138858,Sweet Revenge (1984),Drama
138863,The Big Broadcast of 1936 (1935),(no genres listed)
138868,The Dream Team (2012),Comedy|Drama|Romance
138870,The Dream Team (2012),Documentary
138874,The Escape (1998),Action|Adventure
138876,The Escape (2009),Drama|Thriller
138878,La Fuga (2001),Crime|Drama|Thriller
138881,Deadlands 2: Trapped (2008),Horror|Sci-Fi|Thriller
138885,The Great Van Robbery (1959),(no genres listed)
138890,The Magician (1926),Drama|Romance
138892,The Magician (2005),Comedy|Drama
138894,El Mago (1949),(no genres listed)
138896,Tarot (1973),Thriller
138898,Hokkabaz (2006),Comedy|Drama
138904,The Phantom of Paris (1931),Drama|Mystery
138906,Pure (2005),Drama
138908,The Pirates of Penzance (1980),Adventure|Comedy
138910,The Pirates Of Penzance (1982),Comedy|Romance
138912,The Pirates of Penzance (1985),Children|Comedy
138914,The Sorcerers (1967),Horror
138916,Ticks (1993),Horror|Sci-Fi
138921,Trapped (1949),Crime|Drama|Mystery|Thriller
138923,Trapped (2013),Drama|Thriller
138925,Dark Asylum (2001),Horror|Thriller
138927,Piégé (2014),Thriller|War
138929,Trapped (1982),Thriller
138933,Trapped (1973),Action|Drama
138935,Two O'Clock Courage (1945),Crime|Drama|Mystery
138940,Duska (2007),Drama
138942,Little Hope Was Arson (2013),Documentary
138944,Dragon Ball: Episode of Bardock (2011),Action|Adventure|Animation
138946,Kevin (2011),Documentary
138948,Aladdin and the Death Lamp (2012),Adventure|Fantasy|Horror
138950,The Sci-Fi Boys (2006),Documentary
138952,Scooby-Doo! And Kiss: Rock and Roll Mystery (2015),Animation|Children
138954,Alice Cooper: Welcome to my Nightmare (1975),(no genres listed)
138958,Wuthering High (2015),Drama|Thriller
138960,Punk Vacation (1987),Action|Crime|Thriller
138962,Electra (1962),Action
138964,Pale Blood (1991),Action|Horror|Thriller
138966,Nasu: Summer in Andalusia (2003),Animation
138968,The Kreutzer Sonata (2008),Drama|Romance
138972,MoniKa (2012),Drama|Romance
138974,A Love Affair of Sorts (2011),Drama|Romance
138976,Room 314 (2006),Drama|Romance
138978,Stealing Candy (2003),Thriller
138980,Liars All (2013),Thriller
138982,Mysteria (2011),Action|Mystery
138984,The Deported (2010),Children|Comedy
138988,Devil In The Flesh 2 (2000),(no genres listed)
138990,Killing Car (1993),(no genres listed)
138992,Eve of Understanding (2006),Drama
138994,Drifter: Henry Lee Lucas (2009),Drama|Horror|Thriller
138996,Biohazardous (2001),Action|Horror|Mystery|Sci-Fi
139000,Rabid Love (2013),(no genres listed)
139002,Atrocity (2014),(no genres listed)
139008,Beauty and the Least (2012),Drama|Romance
139010,"One, Two, Many (2008)",Comedy
139012,Empty (2011),Action|Drama|Horror|Sci-Fi|Thriller
139014,7 Nights Of Darkness (2011),Horror
139016,The Void (2001),Action|Sci-Fi|Thriller
139018,Sub Zero (2005),Thriller
139020,Werewolf: The Beast Among Us (2012),Drama|Horror
139022,Inside Out (2005),Drama|Mystery|Thriller
139026,Mirror Mirror (1990),Horror
139028,Saviour Square (2006),Drama
139030,Wyjazd Integracyjny (2011),Comedy|Drama|Romance
139032,"Och, Karol 2 (2011)",Comedy|Romance
139034,The Closed Circuit (2013),Crime|Drama
139036,World Gone Wild (1988),Action|Sci-Fi
139040,Fantasma d'amore (1981),Drama|Horror|Mystery|Romance
139042,That Night (1993),Drama|Romance
139044,Triptych (1979),(no genres listed)
139046,My Golden Days (2015),Drama
139048,Germany in Autumn (1978),Documentary|Drama
139050,In No Great Hurry: 13 Lessons in Life with Saul Leiter (2014),(no genres listed)
139052,Dark Places (2015),Drama|Mystery|Thriller
139054,Deep Gold (2011),Action|Thriller
139056,I'll Always Know What You Did Last Summer (2006),Horror
139058,Mademoiselle (2001),Drama|Romance
139060,Don Giovanni (1979),Drama
139062,The False Servant (2000),Comedy|Drama
139064,Gang of Four (1989),Adventure|Drama|Mystery
139066,Spin the Bottle (2000),Comedy|Drama|Romance
139068,In Another Country (2012),Drama
139072,Bump in the Night (1991),Drama|Thriller
139076,Jeanne la Pucelle I - Les batailles (1994),(no genres listed)
139078,Jeanne la Pucelle II - Les prisons (1994),(no genres listed)
139080,"Up, Down, Fragile (1995)",Comedy|Mystery|Romance
139082,The Vengeance of the Winged Serpent (1984),Adventure|Comedy
139084,Boulevard (2014),Drama
139086,Small Potatoes - Who Killed the USFL? (2009),Documentary
139088,The Legend of Jimmy the Greek (2009),Documentary
139090,The U (2009),Documentary
139092,"Run, Ricky Run (2010)",Documentary
139096,Unmatched (2010),Documentary
139098,Four Days in October (2010),Documentary
139100,Once Brothers (2010),Documentary
139102,Pony Excess (2010),Documentary
139104,9.79* (2012),(no genres listed)
139106,You Don't Know Bo (2012),Documentary
139108,Elway To Marino (2013),Documentary
139110,Hawaiian: The Legend of Eddie Aikau (2013),Documentary
139112,This Is What They Want (2013),(no genres listed)
139114,The Price of Gold (2014),Documentary
139116,Requiem For The Big East (2014),Documentary
139118,Nearlyweds (2013),Romance
139120,Mustang (2015),Drama
139122,The Tender Game (1958),(no genres listed)
139124,Microbe et Gasoil (2015),Comedy
139126,The Third Lover (1962),(no genres listed)
139128,Genius Party Beyond (2008),Animation
139130,Afro Samurai (2007),Action|Adventure|Animation|Drama|Fantasy
139132,Plastic Little: The Adventures of Captain Tita (1994),Animation|Sci-Fi
139134,Soodhu Kavvum (2013),Comedy|Thriller
139136,Veyyil (2006),Drama
139138,Paruthiveeran (2007),Action|Drama
139140,ONEDREAMRUSH (2010),Fantasy
139142,Cowboy in Sweden (1970),(no genres listed)
139144,Hardflip (2012),Action|Drama
139146,The Steagle (1971),Comedy
139148,Bajrangi Bhaijaan (2015),(no genres listed)
139150,Subramaniapuram (2008),Action|Comedy|Drama|Romance
139153,Eli (2015),Comedy
139157,Massu Engira Maasilamani (2015),Comedy|Horror|Thriller
139159,Aadhavan (2009),Action|Children|Comedy|Drama|Thriller
139175,Madonna che silenzio c'è stasera (1982),(no genres listed)
139177,"Io, Chiara e lo scuro (1982)",(no genres listed)
139181,Taste of Killing (1966),Western
139183,The Price of Power (1969),Western
139185,A Girl Called Jules (1970),Drama
139187,My Dear Killer (1972),Drama|Thriller
139189,The Hired Gun (1975),(no genres listed)
139191,Sahara Cross (1978),(no genres listed)
139195,Jim Henson's The Storyteller (1989),Fantasy
139197,I Remember You (1985),(no genres listed)
139199,The Seventh Bullet (1974),(no genres listed)
139201,The Bodyguard (1979),Action|Western
139203,"White, White Storks (1966)",(no genres listed)
139205,Tanu Weds Manu Returns (2015),Comedy|Romance
139207,Intruder (1989),Horror|Thriller
139209,Bo Ba Bu (1998),Comedy|Drama
139211,The Universal Clock: The Resistance of Peter Watkins (2001),Documentary
139213,If I Had Wings (2013),Drama
139215,Fountainhead (1956),Drama
139217,Misbegotten (1998),Thriller
139219,Trucks (1997),Drama|Horror|Sci-Fi|Thriller
139223,Walkout (2006),Drama
139225,Dead Man's Bounty (2006),Action|Thriller|Western
139229,Summer City (1977),Drama|Thriller
139233,Sons of Liberty (2013),Action|Sci-Fi
139235,Anatomy of a Psycho (1961),Crime|Horror|Mystery|Thriller
139237,Canal Zone (1977),Documentary
139239,The Guest House (2012),Romance
139241,Stripperland (2011),Comedy|Horror
139243,Strike Force (1975),Crime|Drama|Thriller
139245,Metamorphosis (1990),Horror|Sci-Fi
139249,Last Will (2011),Drama|Thriller
139251,Sweet Lorraine (2015),(no genres listed)
139253,Identical (2011),Thriller
139257,Timebomb (1991),Action|Sci-Fi|Thriller
139259,A Crack in the Floor (2000),Horror
139263,Toy Soldiers (1984),Action|Drama|Thriller
139269,The Strange Case of Dr. Jekyll and Mr. Hyde (2006),Horror|Thriller
139273,Craig (2008),(no genres listed)
139275,Dumbbells (2014),Comedy
139277,The Last Light (2014),Drama|Thriller
139279,Slow Jam King (2004),Comedy
139281,Poker Run (2009),Action|Thriller
139283,The Hanged Man (2007),Mystery|Thriller
139285,Dracula's Widow (1988),Horror|Thriller
139287,Ghost Fever (1987),Comedy|Horror
139289,The Shattering (2015),Horror
139291,Demon Possessed (1993),(no genres listed)
139293,Off the Ledge (2009),Comedy
139295,The Movie Out Here (2012),Comedy
139299,The Untold (2002),Horror
139301,Hollows Grove (2014),(no genres listed)
139303,Outrage: Born in Terror (2009),Action|Documentary|Drama|Thriller
139305,5 Souls (2013),Thriller
139307,Felipe Esparza: They're Not Gonna Laugh At You (2012),Comedy
139309,The Drownsman (2014),Fantasy|Horror|Thriller
139311,Road Wars (2015),Action|Sci-Fi
139313,Awaken (2015),Action|Horror|Thriller
139315,LA Apocalypse (2014),Action|Sci-Fi|Thriller
139317,Pressure (2015),Thriller
139321,Unknown Caller (2014),Thriller
139323,Hope Lost (2015),Drama|Thriller
139325,Eat with Me (2014),Comedy|Romance
139327,Heaven Adores You (2014),Documentary
139329,Can't Stand Losing You: Surviving The Police (2015),Documentary
139331,Leviathan: The Story of Hellraiser and Hellbound: Hellraiser II (2015),Documentary|Horror
139333,Ironheart (1992),Action|Crime
139335,Merry Ex-Mas (2014),(no genres listed)
139341,Devil in the Flesh (1998),Horror|Thriller
139347,Fear House (2008),Horror
139349,The Violent Kind (2008),(no genres listed)
139351,Interstate (2008),Action|Adventure|Thriller
139353,Black Magic Woman (1991),Horror
139355,Boggy Creek (2011),Horror
139361,Autumn (2009),Drama|Horror
139363,Chavez Cage of Glory (2013),Action|Drama
139365,Tomcat:: Dangerous Desires (1983),Horror|Thriller
139367,My Trip Back to the Dark Side (2014),Crime|Thriller
139369,America's Most Haunted (2013),Comedy|Horror
139371,The Dead and the Damned (2011),Horror|Western
139373,The Bucks County Massacre (2010),Horror
139377,Palimpsest (2006),Thriller
139379,A Woman Alone (1981),Drama
139383,Legacy (2015),Comedy|Drama
139385,The Revenant (2015),Adventure|Drama
139387,Salome (1953),Drama
139389,Angel Unchained (1970),Action|Thriller
139391,The Manhandlers (1974),Action|Crime|Drama
139393,Hell's Angels '69 (1969),Action|Adventure|Crime|Thriller
139395,The Night God Screamed (1971),Horror|Thriller
139397,Peace After Marriage (2013),Comedy|Drama|Romance
139399,The Show (1927),Drama
139401,Giovanna's Father (2008),(no genres listed)
139403,The Right Distance (2007),Drama
139405,The Wind Blows Round (2006),Drama
139407,Draquila - L'Italia che trema (2010),(no genres listed)
139409,Il cosmo sul comò (2008),Comedy
139411,It Begins with the End (2010),Drama|Romance
139413,Rebound: The Legend of Earl 'The Goat' Manigault (1996),Drama
139415,Irrational Man (2015),Crime|Drama
139417,Tale of Tales (2015),Fantasy
139419,One Minute Time Machine (2014),Comedy|Mystery|Romance
139421,Looney Tunes: Rabbits Run (2015),Animation|Comedy
139423,Cleveland Abduction (2015),(no genres listed)
139425,The Man Who Wasn't There (1983),Action|Comedy|Fantasy|Sci-Fi
139429,Ominous (2009),Drama|Horror|Thriller
139433,Back from Hell (2012),Horror|Thriller
139435,The Legend of the Sorrow Creek (2007),Drama|Horror|Thriller
139439,Secrets of the Clown (2007),Horror
139441,ReVamped (2007),Action|Horror|Thriller
139443,Alucard (2008),Drama|Horror
139445,Satanic (2006),Horror
139447,The Lazarus Papers (2010),Action|Drama|Sci-Fi|Thriller
139451,Black Ribbon (2007),Horror|Mystery|Thriller
139453,Hide (2011),Horror
139455,The Cloth (2013),Action|Fantasy|Horror
139457,Vampire Boys (2011),Horror
139459,Back to the Beyond (2011),(no genres listed)
139461,Carry On Columbus (1992),Comedy
139463,Deadly Renovations (2010),Horror|Thriller
139467,Mutants (2008),Action|Horror|Sci-Fi
139469,Mr. Hush (2010),Horror
139471,The Slaughterhouse Massacre (2005),Horror
139473,Lost Woods (2012),Action|Horror|Sci-Fi|Thriller
139475,Psychophony (2013),Mystery|Thriller
139477,Dark Fields (2006),(no genres listed)
139483,The Alumni Chapter (2011),Comedy|Drama
139485,Dead End Road (2004),Action|Horror
139487,Mummy Maniac (2007),Horror
139489,Jinnah (1998),Drama|War
139491,Sweet Kill (1972),Horror|Thriller
139493,L'arte della felicità (2013),Animation|Drama|Fantasy
139495,Going By The Book (2007),Action|Comedy|Crime
139497,Art Of The Devil (2004),Horror|Mystery
139499,Camp Belvidere (2014),(no genres listed)
139501,Carte Blanche (2015),Drama
139503,Women's Day (2012),Drama
139505,Love My Life (2006),Drama|Romance
139507,Lissi and the Wild Emperor (2007),Animation|Comedy
139509,3faltig (2010),Comedy
139511,Exte: Hair Extensions (2007),Horror
139513,"I Love You, I Don't (1976)",Drama
139515,Slogan (1969),Comedy|Drama|Romance
139517,One Missed Call 2 (2005),Horror|Thriller
139519,One Missed Call 3: Final (2006),Horror
139521,The Boy in the Plastic Bubble (1976),Drama
139523,Allies (2014),Action|War
139525,Cartel Land (2015),Action|Documentary|Drama
139529,The Attic (2008),Horror|Thriller
139531,The Dynamiter (2011),Drama
139533,The Secret Village (2013),Mystery|Thriller
139537,Arcadia (2012),Children|Drama
